322,Immanuel Quickley,NYK,2316240.0
323,John Konchar,MEM,2300000.0
324,Bryn Forbes,MIN,2298385.0
325,Damian Jones,LAL,2298385.0
326,Quentin Grimes,NYK,2277000.0
327,Nikola Jović,MIA,2239920.0
328,Payton Pritchard,BOS,2239200.0
329,Patrick Baldwin Jr.,GSW,2226000.0
330,TyTy Washington Jr.,HOU,2210040.0
331,Bones Hyland,DEN,2201400.0
332,Bol Bol,ORL,2200000.0
333,Peyton Watson,DEN,2193960.0
334,Marquese Chriss,HOU,2193920.0
335,Udoka Azubuike,UTA,2174880.0
336,Jaden McDaniels,MIN,2161440.0
337,Jordan McLaughlin,MIN,2160000.0
338,Malachi Flynn,TOR,2145720.0
339,Cam Thomas,BRK,2138160.0
340,Luke Kornet,BOS,2133278.0
341,Damion Lee,PHO,2133278.0
342,Thomas Bryant,LAL,2133278.0
343,D.J. Wilson,TOR,2133278.0
344,Desmond Bane,MEM,2130240.0
345,Jaden Springer,PHI,2125200.0
346,Day'Ron Sharpe,BRK,2109360.0
347,Jevon Carter,MIL,6025000.0
348,Vlatko Čančar,DEN,2098765.0
349,Santi Aldama,MEM,2094240.0
350,Tony Bradley,CHI,2036318.0
351,Frank Ntilikina,DAL,2036318.0
352,Caleb Houstan,ORL,2000000.0
353,Jeremiah Robinson-Earl,OKC,2000000.0
354,Kenrich Williams,OKC,2000000.0
355,Garrison Mathews,HOU,2000000.0
356,Shake Milton,PHI,1997718.0
357,Drew Eubanks,POR,1968175.0
358,Josh Okogie,PHO,1968175.0
359,Troy Brown Jr.,LAL,1968175.0
360,Theo Pinson,DAL,1968175.0
361,Edmond Sumner,BRK,1968175.0
362,Aaron Holiday,ATL,1968175.0
363,Daniel Gafford,WAS,1930681.0
364,Terance Mann,LAC,1930681.0
365,Isaiah Roby,SAS,1930681.0
366,Dean Wade,CLE,1930681.0
367,Jalen McDaniels,CHO,1930681.0
368,Naz Reid,MIN,1930681.0
369,Jaylen Nowell,MIN,1930681.0
370,Chimezie Metu,SAC,1910860.0
371,Davon Reed,DEN,1902133.0
372,Juan Toscano-Anderson,LAL,1902133.0
373,Moses Brown,LAC,1902133.0
374,Killian Tillie,MEM,1901625.0
375,Théo Maledon,OKC,1900000.0
376,Svi Mykhailiuk,TOR,1878720.0
377,Thanasis Antetokounmpo,MIL,1878720.0
378,Keita Bates-Diop,SAS,1878720.0
379,Moritz Wagner,ORL,1878720.0
380,Wenyen Gabriel,LAL,1878720.0
381,Didi Louzada,POR,1876222.0
382,Oshae Brissett,IND,1846738.0
383,Anthony Gill,WAS,1836090.0
384,Luca Vildoza,MIL,1836090.0
385,Javonte Green,CHI,1815677.0
386,Max Strus,MIA,1815677.0
387,Gabe Vincent,MIA,1815677.0
388,Carsen Edwards,DET,1815677.0
389,Herbert Jones,NOP,1785000.0
390,Vernon Carey Jr.,WAS,1782621.0
391,Xavier Tillman Sr.,MEM,1782621.0
392,Tyrell Terry,DAL,1782621.0
393,Tre Jones,SAS,1782621.0
394,Paul Reed,PHI,1782621.0
395,Isaiah Joe,PHI,1782621.0
396,Naji Marshall,NOP,1782621.0
397,Kenyon Martin Jr.,HOU,1782621.0
398,Lamar Stevens,CLE,1782621.0
399,Nick Richards,CHO,1782621.0
400,Saben Lee,DET,1752638.0
401,Devin Cannady,ORL,1752638.0
402,Haywood Highsmith,MIA,1752638.0
403,Omer Yurtseven,MIA,1752638.0
404,Kennedy Chandler,MEM,1651163.0
405,Jericho Sims,NYK,1637966.0
406,Sam Hauser,BOS,1637966.0
407,Kessler Edwards,BRK,1637966.0
408,Trevelin Queen,PHI,1637966.0
409,Lindell Wigginton,MIL,1637966.0
410,Xavier Moon,LAC,1637966.0
411,Trendon Watford,POR,1563518.0
412,Isaiah Todd,WAS,1563518.0
413,Jared Butler,UTA,1563518.0
414,Greg Brown III,POR,1563518.0
415,Miles McBride,NYK,1563518.0
416,Jose Alvarado,NOP,1563518.0
417,Jason Preston,LAC,1563518.0
418,Brandon Boston Jr.,LAC,1563518.0
419,Daishen Nix,HOU,1563518.0
420,Isaiah Livers,DET,1563518.0
421,JT Thor,CHO,1563518.0
422,Marko Simonovic,CHI,1563518.0
423,Vit Krejci,OKC,1563518.0
424,Terry Taylor,IND,1563518.0
425,Charles Bassey,PHI,1563518.0
426,Jock Landale,PHO,1563518.0
427,Dalano Banton,TOR,1563518.0
428,Aaron Wiggins,OKC,1563518.0
429,Ayo Dosunmu,CHI,1563518.0
430,Jaden Hardy,DAL,1017781.0
431,Max Christie,LAL,1017781.0
432,Jabari Walker,POR,1017781.0
433,Michael Foster Jr.,PHI,1017781.0
434,Orlando Robinson,MIA,1017781.0
435,Adonis Arms,DEN,1017781.0
436,Kellan Grady,DEN,1017781.0
437,Javon Freeman-Liberty,CHI,1017781.0
438,Kyle Singler,OKC,999200.0
439,Nik Stauskas,IND,702311.0
440,Juwan Morgan,IND,576230.0
441,Malik Fitts,IND,555217.0
442,D.J. Augustin,HOU,333333.0
443,Wendell Moore Jr.,MIN,230620.0
444,Ish Wainright,TOR,0
445,Troy Williams,HOU,122741.0
446,Demetrius Jackson,BOS,92857.0
447,Armoni Brooks,TOR,50000.0
